Salisbury	New Brunswick	Canada	ca	106139354	-4:00
Shediac	New Brunswick	Canada	ca	106145668	-4:00
St. George	New Brunswick	Canada	ca	106156608	-4:00
St. Martins	New Brunswick	Canada	ca	106157040	-4:00
St. Stephen	New Brunswick	Canada	ca	106158349	-4:00
Sussex	New Brunswick	Canada	ca	106159980	-4:00
Tracy	New Brunswick	Canada	ca	106168274	-4:00
Buchans	Newfoundland and Labrador	Canada	ca	105910506	-4:00
Burgeo	Newfoundland and Labrador	Canada	ca	105911440	-4:00
Burnt Islands	Newfoundland and Labrador	Canada	ca	105911982	-4:00
Channel-Port aux Basques	Newfoundland and Labrador	Canada	ca	105919815	-4:00
Cormack	Newfoundland and Labrador	Canada	ca	105927900	-4:00
Corner Brook	Newfoundland and Labrador	Canada	ca	105927969	-4:00
Cox's Cove	Newfoundland and Labrador	Canada	ca	105931327	-4:00
Deer Lake	Newfoundland and Labrador	Canada	ca	105937252	-4:00
Fortune	Newfoundland and Labrador	Canada	ca	105955964	-4:00
Gaultois	Newfoundland and Labrador	Canada	ca	105960017	-4:00
Gillams	Newfoundland and Labrador	Canada	ca	105961157	-4:00
Glenburnie-Birchy Head-Shoal Brook	Newfoundland and Labrador	Canada	ca	105961856	-4:00
Grand Bank	Newfoundland and Labrador	Canada	ca	105964230	-4:00
Hampden	Newfoundland and Labrador	Canada	ca	105969990	-4:00
Howley	Newfoundland and Labrador	Canada	ca	105977966	-4:00
Hughes Brook	Newfoundland and Labrador	Canada	ca	105978254	-4:00
Humber Arm South	Newfoundland and Labrador	Canada	ca	105978381	-4:00
Irishtown-Summerside	Newfoundland and Labrador	Canada	ca	105983847	-4:00
Isle aux Morts	Newfoundland and Labrador	Canada	ca	105984636	-4:00
Kippens	Newfoundland and Labrador	Canada	ca	105992746	-4:00
Lamaline	Newfoundland and Labrador	Canada	ca	106048894	-4:00
Lark Harbour	Newfoundland and Labrador	Canada	ca	106049990	-4:00
Lord's Cove	Newfoundland and Labrador	Canada	ca	106060286	-4:00
Lourdes	Newfoundland and Labrador	Canada	ca	106060890	-4:00
Massey Drive	Newfoundland and Labrador	Canada	ca	106067687	-4:00
Meadows	Newfoundland and Labrador	Canada	ca	106071459	-4:00
Millertown	Newfoundland and Labrador	Canada	ca	106074096	-4:00
Mount Moriah	Newfoundland and Labrador	Canada	ca	106081982	-4:00
Norris Point	Newfoundland and Labrador	Canada	ca	106089311	-4:00
Pasadena	Newfoundland and Labrador	Canada	ca	106098924	-4:00
Point May	Newfoundland and Labrador	Canada	ca	106108763	-4:00
Port au Port East	Newfoundland and Labrador	Canada	ca	106111668	-4:00
Port au Port West-Aguathuna-Felix Cove	Newfoundland and Labrador	Canada	ca	106111670	-4:00
Ramea	Newfoundland and Labrador	Canada	ca	106116233	-4:00
Reidville	Newfoundland and Labrador	Canada	ca	106119243	-4:00
St. George's	Newfoundland and Labrador	Canada	ca	106156619	-4:00
Steady Brook	Newfoundland and Labrador	Canada	ca	106155806	-4:00
Stephenville	Newfoundland and Labrador	Canada	ca	106156244	-4:00
Stephenville Crossing	Newfoundland and Labrador	Canada	ca	106156245	-4:00
Trout River	Newfoundland and Labrador	Canada	ca	106169467	-4:00
York Harbour	Newfoundland and Labrador	Canada	ca	106185576	-4:00
Anchor Point	Newfoundland and Labrador	Canada	ca	105884779	-3:30
Baie Verte	Newfoundland and Labrador	Canada	ca	105891545	-3:30
Bide Arm	Newfoundland and Labrador	Canada	ca	105899430	-3:30
Bird Cove	Newfoundland and Labrador	Canada	ca	105901740	-3:30
Charlottetown	Newfoundland and Labrador	Canada	ca	105920287	-3:30
Coachman's Cove	Newfoundland and Labrador	Canada	ca	105924364	-3:30
Conche	Newfoundland and Labrador	Canada	ca	105926519	-3:30
Cook's Harbour	Newfoundland and Labrador	Canada	ca	105927229	-3:30
Cow Head	Newfoundland and Labrador	Canada	ca	105931110	-3:30
Daniel's Harbour	Newfoundland and Labrador	Canada	ca	105934957	-3:30
Englee	Newfoundland and Labrador	Canada	ca	105948839	-3:30
Fleur de Lys	Newfoundland and Labrador	Canada	ca	105954684	-3:30
Flower's Cove	Newfoundland and Labrador	Canada	ca	105954952	-3:30
Forteau	Newfoundland and Labrador	Canada	ca	105955808	-3:30
Goose Cove East	Newfoundland and Labrador	Canada	ca	105963124	-3:30
Happy Valley-Goose Bay	Newfoundland and Labrador	Canada	ca	105970458	-3:30
Hawke's Bay	Newfoundland and Labrador	Canada	ca	105972357	-3:30
Jackson's Arm	Newfoundland and Labrador	Canada	ca	105985313	-3:30
Labrador City	Newfoundland and Labrador	Canada	ca	105994839	-3:30
L'Anse-au-Clair	Newfoundland and Labrador	Canada	ca	106049572	-3:30
L'Anse-au-Loup	Newfoundland and Labrador	Canada	ca	106049580	-3:30
Main Brook	Newfoundland and Labrador	Canada	ca	106064382	-3:30
Mary's Harbour	Newfoundland and Labrador	Canada	ca	106067456	-3:30
Ming's Bight	Newfoundland and Labrador	Canada	ca	106074652	-3:30
North West River	Newfoundland and Labrador	Canada	ca	106091054	-3:30
Parson's Pond	Newfoundland and Labrador	Canada	ca	106098801	-3:30
Pinware	Newfoundland and Labrador	Canada	ca	106105449	-3:30
Port au Choix	Newfoundland and Labrador	Canada	ca	106111663	-3:30
Port Hope Simpson	Newfoundland and Labrador	Canada	ca	106111885	-3:30
Port Saunders	Newfoundland and Labrador	Canada	ca	106112018	-3:30
Raleigh	Newfoundland and Labrador	Canada	ca	106116154	-3:30
Red Bay	Newfoundland and Labrador	Canada	ca	106118013	-3:30
River of Ponds	Newfoundland and Labrador	Canada	ca	106122690	-3:30
Rocky Harbour	Newfoundland and Labrador	Canada	ca	106126632	-3:30
Roddickton	Newfoundland and Labrador	Canada	ca	106126959	-3:30
Seal Cove	Newfoundland and Labrador	Canada	ca	106143004	-3:30
St. Anthony	Newfoundland and Labrador	Canada	ca	106155302	-3:30
St. Lewis	Newfoundland and Labrador	Canada	ca	106156995	-3:30
St. Lunaire-Griquet	Newfoundland and Labrador	Canada	ca	106157013	-3:30
St. Pauls	Newfoundland and Labrador	Canada	ca	106157805	-3:30
Wabush	Newfoundland and Labrador	Canada	ca	106174844	-3:30
West St. Modeste	Newfoundland and Labrador	Canada	ca	106179503	-3:30
Westport	Newfoundland and Labrador	Canada	ca	106179361	-3:30
Appleton	Newfoundland and Labrador	Canada	ca	105886456	-3:30
Aquaforte	Newfoundland and Labrador	Canada	ca	105886511	-3:30
Arnold's Cove	Newfoundland and Labrador	Canada	ca	105887188	-3:30
Avondale	Newfoundland and Labrador	Canada	ca	105888557	-3:30
Badger	Newfoundland and Labrador	Canada	ca	105889189	-3:30
Baine Harbour	Newfoundland and Labrador	Canada	ca	105891721	-3:30
Bauline	Newfoundland and Labrador	Canada	ca	105895200	-3:30
Bay Bulls	Newfoundland and Labrador	Canada	ca	105895263	-3:30
Bay de Verde	Newfoundland and Labrador	Canada	ca	105895287	-3:30
Bay L'Argent	Newfoundland and Labrador	Canada	ca	105895353	-3:30
Bay Roberts	Newfoundland and Labrador	Canada	ca	105895424	-3:30
Baytona	Newfoundland and Labrador	Canada	ca	105895458	-3:30
Beachside	Newfoundland and Labrador	Canada	ca	105895562	-3:30
Belleoram	Newfoundland and Labrador	Canada	ca	105897854	-3:30
Birchy Bay	Newfoundland and Labrador	Canada	ca	105901684	-3:30
Bishop's Cove	Newfoundland and Labrador	Canada	ca	105901986	-3:30
Bishop's Falls	Newfoundland and Labrador	Canada	ca	105901989	-3:30
Bonavista	Newfoundland and Labrador	Canada	ca	105905393	-3:30
Botwood	Newfoundland and Labrador	Canada	ca	105906229	-3:30
Branch	Newfoundland and Labrador	Canada	ca	105907368	-3:30
Brent's Cove	Newfoundland and Labrador	Canada	ca	105908468	-3:30
Brighton	Newfoundland and Labrador	Canada	ca	105908831	-3:30
Brigus	Newfoundland and Labrador	Canada	ca	105908881	-3:30
Bryant's Cove	Newfoundland and Labrador	Canada	ca	105910379	-3:30
Burin	Newfoundland and Labrador	Canada	ca	105911495	-3:30
Burlington	Newfoundland and Labrador	Canada	ca	105911589	-3:30
Campbellton	Newfoundland and Labrador	Canada	ca	105914202	-3:30
Cape Broyle	Newfoundland and Labrador	Canada	ca	105915577	-3:30
Carbonear	Newfoundland and Labrador	Canada	ca	105916722	-3:30
Carmanville	Newfoundland and Labrador	Canada	ca	105917294	-3:30
Catalina	Newfoundland and Labrador	Canada	ca	105918243	-3:30
Centreville-Wareham-Trinity	Newfoundland and Labrador	Canada	ca	105919273	-3:30
Chance Cove	Newfoundland and Labrador	Canada	ca	105919709	-3:30
Change Islands	Newfoundland and Labrador	Canada	ca	105919767	-3:30
Chapel Arm	Newfoundland and Labrador	Canada	ca	105919860	-3:30
Clarenville-Shoal Harbour	Newfoundland and Labrador	Canada	ca	105923119	-3:30
Clarke's Beach	Newfoundland and Labrador	Canada	ca	105923223	-3:30
Colinet	Newfoundland and Labrador	Canada	ca	105925267	-3:30
Colliers	Newfoundland and Labrador	Canada	ca	105925355	-3:30
Come By Chance	Newfoundland and Labrador	Canada	ca	105926314	-3:30
Comfort Cove-Newstead	Newfoundland and Labrador	Canada	ca	105926338	-3:30
Conception Bay South	Newfoundland and Labrador	Canada	ca	105926511	-3:30
Conception Harbour	Newfoundland and Labrador	Canada	ca	105926512	-3:30
Cottlesville	Newfoundland and Labrador	Canada	ca	105928552	-3:30
Crow Head	Newfoundland and Labrador	Canada	ca	105933343	-3:30
Cupids	Newfoundland and Labrador	Canada	ca	105934039	-3:30
Dover	Newfoundland and Labrador	Canada	ca	105942233	-3:30
Eastport	Newfoundland and Labrador	Canada	ca	105946001	-3:30
Elliston	Newfoundland and Labrador	Canada	ca	105947965	-3:30
Embree	Newfoundland and Labrador	Canada	ca	105948493	-3:30
English Harbour East	Newfoundland and Labrador	Canada	ca	105948888	-3:30
Fermeuse	Newfoundland and Labrador	Canada	ca	105952334	-3:30
Ferryland	Newfoundland and Labrador	Canada	ca	105952452	-3:30
Flatrock	Newfoundland and Labrador	Canada	ca	105954433	-3:30
Fogo	Newfoundland and Labrador	Canada	ca	105955140	-3:30
Fox Cove-Mortier	Newfoundland and Labrador	Canada	ca	105956852	-3:30
Fox Harbour	Newfoundland and Labrador	Canada	ca	105956901	-3:30
Frenchman's Cove	Newfoundland and Labrador	Canada	ca	105958029	-3:30
Gambo	Newfoundland and Labrador	Canada	ca	105959271	-3:30
Gander	Newfoundland and Labrador	Canada	ca	105959335	-3:30
Garnish	Newfoundland and Labrador	Canada	ca	105959731	-3:30
Gaskiers-Point La Haye	Newfoundland and Labrador	Canada	ca	105959866	-3:30
Glenwood	Newfoundland and Labrador	Canada	ca	105962123	-3:30
Glovertown	Newfoundland and Labrador	Canada	ca	105962232	-3:30
Grand Falls-Windsor	Newfoundland and Labrador	Canada	ca	105964378	-3:30
Greenspond	Newfoundland and Labrador	Canada	ca	105966617	-3:30
Hant's Harbour	Newfoundland and Labrador	Canada	ca	105970410	-3:30
Happy Adventure	Newfoundland and Labrador	Canada	ca	105970430	-3:30
Harbour Breton	Newfoundland and Labrador	Canada	ca	105970478	-3:30
Harbour Grace	Newfoundland and Labrador	Canada	ca	105970492	-3:30
Hare Bay	Newfoundland and Labrador	Canada	ca	105970873	-3:30
Heart's Content	Newfoundland and Labrador	Canada	ca	105973166	-3:30
Heart's Delight-Islington	Newfoundland and Labrador	Canada	ca	105973174	-3:30
Heart's Desire	Newfoundland and Labrador	Canada	ca	105973178	-3:30
Holyrood	Newfoundland and Labrador	Canada	ca	105976393	-3:30
Joe Batt's Arm-Barr'd Islands-Shoal Bay	Newfoundland and Labrador	Canada	ca	105986842	-3:30
King's Cove	Newfoundland and Labrador	Canada	ca	105992405	-3:30
King's Point	Newfoundland and Labrador	Canada	ca	105992477	-3:30
La Scie	Newfoundland and Labrador	Canada	ca	106050218	-3:30
Lawn	Newfoundland and Labrador	Canada	ca	106050803	-3:30
Leading Tickles	Newfoundland and Labrador	Canada	ca	106051059	-3:30
Lewin's Cove	Newfoundland and Labrador	Canada	ca	106053339	-3:30
Lewisporte	Newfoundland and Labrador	Canada	ca	106053446	-3:30
Little Bay	Newfoundland and Labrador	Canada	ca	106054826	-3:30
Little Bay East	Newfoundland and Labrador	Canada	ca	106054836	-3:30
Little Bay Islands	Newfoundland and Labrador	Canada	ca	106054842	-3:30
Little Burnt Bay	Newfoundland and Labrador	Canada	ca	106055114	-3:30
Little Catalina	Newfoundland and Labrador	Canada	ca	106055192	-3:30
Logy Bay-Middle Cove-Outer Cove	Newfoundland and Labrador	Canada	ca	106058488	-3:30
Long Harbour-Mount Arlington Heights	Newfoundland and Labrador	Canada	ca	106058982	-3:30
Lumsden	Newfoundland and Labrador	Canada	ca	106061977	-3:30
Lushes Bight-Beaumont-Beaumont North	Newfoundland and Labrador	Canada	ca	106062132	-3:30
Marystown	Newfoundland and Labrador	Canada	ca	106067472	-3:30
Middle Arm	Newfoundland and Labrador	Canada	ca	106072836	-3:30
Miles Cove	Newfoundland and Labrador	Canada	ca	106073625	-3:30
Morrisville	Newfoundland and Labrador	Canada	ca	106078922	-3:30
Mount Carmel-Mitchells Brook-St. Catherines	Newfoundland and Labrador	Canada	ca	106080181	-3:30
Mount Pearl	Newfoundland and Labrador	Canada	ca	106082231	-3:30
Musgrave Harbour	Newfoundland and Labrador	Canada	ca	106084782	-3:30
Musgravetown	Newfoundland and Labrador	Canada	ca	106084788	-3:30
New Perlican	Newfoundland and Labrador	Canada	ca	106087720	-3:30
New-Wes-Valley	Newfoundland and Labrador	Canada	ca	106087846	-3:30
Nippers Harbour	Newfoundland and Labrador	Canada	ca	106088521	-3:30
Norman's Cove-Long Cove	Newfoundland and Labrador	Canada	ca	106089226	-3:30
Norris Arm	Newfoundland and Labrador	Canada	ca	106089277	-3:30
North River	Newfoundland and Labrador	Canada	ca	106090508	-3:30
Northern Arm	Newfoundland and Labrador	Canada	ca	106089904	-3:30
Old Perlican	Newfoundland and Labrador	Canada	ca	106093319	-3:30
Pacquet	Newfoundland and Labrador	Canada	ca	106095978	-3:30
Paradise	Newfoundland and Labrador	Canada	ca	106096729	-3:30
Parkers Cove	Newfoundland and Labrador	Canada	ca	106098499	-3:30
Peterview	Newfoundland and Labrador	Canada	ca	106101860	-3:30
Petty Harbour-Maddox Cove	Newfoundland and Labrador	Canada	ca	106103621	-3:30
Pilley's Island	Newfoundland and Labrador	Canada	ca	106104703	-3:30
Placentia	Newfoundland and Labrador	Canada	ca	106105892	-3:30
Point Lance	Newfoundland and Labrador	Canada	ca	106108745	-3:30
Point Leamington	Newfoundland and Labrador	Canada	ca	106108749	-3:30
Point of Bay	Newfoundland and Labrador	Canada	ca	106108776	-3:30
Pool's Cove	Newfoundland and Labrador	Canada	ca	106110847	-3:30
Port Anson	Newfoundland and Labrador	Canada	ca	106111650	-3:30
Port Blandford	Newfoundland and Labrador	Canada	ca	106111677	-3:30
Port Rexton	Newfoundland and Labrador	Canada	ca	106111996	-3:30
Portugal Cove South	Newfoundland and Labrador	Canada	ca	106112039	-3:30
Portugal Cove-St. Philip's	Newfoundland and Labrador	Canada	ca	106112040	-3:30
Pouch Cove	Newfoundland and Labrador	Canada	ca	106112416	-3:30
Rattling Brook	Newfoundland and Labrador	Canada	ca	106117466	-3:30
Red Harbour	Newfoundland and Labrador	Canada	ca	106118272	-3:30
Rencontre East	Newfoundland and Labrador	Canada	ca	106119394	-3:30
Renews-Cappahayden	Newfoundland and Labrador	Canada	ca	106119433	-3:30
Riverhead	Newfoundland and Labrador	Canada	ca	106122640	-3:30
Robert's Arm	Newfoundland and Labrador	Canada	ca	106125506	-3:30
Rushoon	Newfoundland and Labrador	Canada	ca	106136508	-3:30
Saint John's	Newfoundland and Labrador	Canada	ca	106324733	-3:30
Salmon Cove	Newfoundland and Labrador	Canada	ca	106139445	-3:30
Salvage	Newfoundland and Labrador	Canada	ca	106139884	-3:30
Sandringham	Newfoundland and Labrador	Canada	ca	106140504	-3:30
Seldom-Little Seldom	Newfoundland and Labrador	Canada	ca	106144033	-3:30
South Brook	Newfoundland and Labrador	Canada	ca	106151735	-3:30
South River	Newfoundland and Labrador	Canada	ca	106152555	-3:30
Southern Harbour	Newfoundland and Labrador	Canada	ca	106152039	-3:30
Spaniard's Bay	Newfoundland and Labrador	Canada	ca	106153111	-3:30
Springdale	Newfoundland and Labrador	Canada	ca	106154159	-3:30
St. Alban's	Newfoundland and Labrador	Canada	ca	106155030	-3:30
St. Bernard's-Jacques Fontaine	Newfoundland and Labrador	Canada	ca	106155707	-3:30
St. Brendan's	Newfoundland and Labrador	Canada	ca	106155713	-3:30
St. Bride's	Newfoundland and Labrador	Canada	ca	106155715	-3:30
St. Jacques-Coomb's Cove	Newfoundland and Labrador	Canada	ca	106156864	-3:30
St. John's	Newfoundland and Labrador	Canada	ca	106156899	-3:30
St. Joseph's	Newfoundland and Labrador	Canada	ca	106156936	-3:30
St. Lawrence	Newfoundland and Labrador	Canada	ca	106156979	-3:30
St. Mary's	Newfoundland and Labrador	Canada	ca	106157063	-3:30
St. Vincent's-St. Stephen's-Peter's River	Newfoundland and Labrador	Canada	ca	106158670	-3:30
Summerford	Newfoundland and Labrador	Canada	ca	106159219	-3:30
Sunnyside	Newfoundland and Labrador	Canada	ca	106159599	-3:30
Terrenceville	Newfoundland and Labrador	Canada	ca	106163020	-3:30
Tilting	Newfoundland and Labrador	Canada	ca	106166614	-3:30
Torbay	Newfoundland and Labrador	Canada	ca	106167817	-3:30
Traytown	Newfoundland and Labrador	Canada	ca	106168596	-3:30
Trepassey	Newfoundland and Labrador	Canada	ca	106168779	-3:30
Trinity	Newfoundland and Labrador	Canada	ca	106168945	-3:30
Triton	Newfoundland and Labrador	Canada	ca	106169040	-3:30
Twillingate	Newfoundland and Labrador	Canada	ca	106170930	-3:30
Upper Island Cove	Newfoundland and Labrador	Canada	ca	106172355	-3:30
Victoria	Newfoundland and Labrador	Canada	ca	106174031	-3:30
Wabana	Newfoundland and Labrador	Canada	ca	106174727	-3:30
Whitbourne	Newfoundland and Labrador	Canada	ca	106180166	-3:30
Whiteway	Newfoundland and Labrador	Canada	ca	106181200	-3:30
Winterland	Newfoundland and Labrador	Canada	ca	106183336	-3:30
Winterton	Newfoundland and Labrador	Canada	ca	106183357	-3:30
Witless Bay	Newfoundland and Labrador	Canada	ca	106183533	-3:30
Woodstock	Newfoundland and Labrador	Canada	ca	106184361	-3:30
Baddeck	Nova Scotia	Canada	ca	105889156	-4:00
Black Point	Nova Scotia	Canada	ca	105903031	-4:00
Canso	Nova Scotia	Canada	ca	105915104	-4:00
Mulgrave	Nova Scotia	Canada	ca	106084035	-4:00
Port Hawkesbury	Nova Scotia	Canada	ca	106111867	-4:00
Bridgewater	Nova Scotia	Canada	ca	105908723	-4:00
Chester	Nova Scotia	Canada	ca	105921028	-4:00
Clark's Harbour	Nova Scotia	Canada	ca	105923319	-4:00
Halifax	Nova Scotia	Canada	ca	106324729	-4:00
Hebbville	Nova Scotia	Canada	ca	105973278	-4:00
Lockeport	Nova Scotia	Canada	ca	106058237	-4:00
Lunenburg	Nova Scotia	Canada	ca	106062069	-4:00
Mahone Bay	Nova Scotia	Canada	ca	106064280	-4:00
Shelburne	Nova Scotia	Canada	ca	106145887	-4:00
Yarmouth	Nova Scotia	Canada	ca	106185217	-4:00
Amherst	Nova Scotia	Canada	ca	105884467	-4:00
Annapolis Royal	Nova Scotia	Canada	ca	105885421	-4:00
Antigonish	Nova Scotia	Canada	ca	105886182	-4:00
Aylesford	Nova Scotia	Canada	ca	105888703	-4:00
Berwick	Nova Scotia	Canada	ca	105899061	-4:00
Bridgetown	Nova Scotia	Canada	ca	105908715	-4:00
Canning	Nova Scotia	Canada	ca	105914921	-4:00
Digby	Nova Scotia	Canada	ca	105939236	-4:00
Freeport	Nova Scotia	Canada	ca	105957883	-4:00
Greenwood	Nova Scotia	Canada	ca	105966689	-4:00
Hantsport	Nova Scotia	Canada	ca	105970414	-4:00
Havre Boucher	Nova Scotia	Canada	ca	105972227	-4:00
Kentville	Nova Scotia	Canada	ca	105991148	-4:00
Lawrencetown	Nova Scotia	Canada	ca	106050875	-4:00
Middleton	Nova Scotia	Canada	ca	106073289	-4:00
New Glasgow	Nova Scotia	Canada	ca	106087579	-4:00
Oxford	Nova Scotia	Canada	ca	106095779	-4:00
Parrsboro	Nova Scotia	Canada	ca	106098717	-4:00
Pictou	Nova Scotia	Canada	ca	106104221	-4:00
Port Williams	Nova Scotia	Canada	ca	106112057	-4:00
Pugwash	Nova Scotia	Canada	ca	106114041	-4:00
River Hebert	Nova Scotia	Canada	ca	106122657	-4:00
Springhill	Nova Scotia	Canada	ca	106154202	-4:00
Stellarton	Nova Scotia	Canada	ca	106156141	-4:00
Stewiacke	Nova Scotia	Canada	ca	106156586	-4:00
Tatamagouche	Nova Scotia	Canada	ca	106161860	-4:00
Trenton	Nova Scotia	Canada	ca	106168767	-4:00
Truro	Nova Scotia	Canada	ca	106169587	-4:00
Westport	Nova Scotia	Canada	ca	106179362	-4:00
Westville	Nova Scotia	Canada	ca	106179560	-4:00
Windsor	Nova Scotia	Canada	ca	106182958	-4:00
Wolfville	Nova Scotia	Canada	ca	106183858	-4:00
Arnprior	Ontario	Canada	ca	105887214	-5:00
Bourget	Ontario	Canada	ca	105906575	-5:00
Brockville	Ontario	Canada	ca	105909294	-5:00
Carleton Place	Ontario	Canada	ca	105917158	-5:00
Casselman	Ontario	Canada	ca	105918021	-5:00
Clarence-Rockland	Ontario	Canada	ca	105923101	-5:00
Cornwall	Ontario	Canada	ca	105928065	-5:00
Gananoque	Ontario	Canada	ca	105959326	-5:00
Hawkesbury	Ontario	Canada	ca	105972360	-5:00
Laurentian Hills	Ontario	Canada	ca	106050535	-5:00
Merrickville-Wolford	Ontario	Canada	ca	106072338	-5:00
Mississippi Mills	Ontario	Canada	ca	106075370	-5:00
Ottawa	Ontario	Canada	ca	106094817	-5:00
Pembroke	Ontario	Canada	ca	106100832	-5:00
Perth	Ontario	Canada	ca	106101546	-5:00
Prescott	Ontario	Canada	ca	106113027	-5:00
Renfrew	Ontario	Canada	ca	106119448	-5:00
Smiths Falls	Ontario	Canada	ca	106150174	-5:00
Westport	Ontario	Canada	ca	106179363	-5:00
Bruce Mines	Ontario	Canada	ca	105910127	-5:00	
Cochrane	Ontario	Canada	ca	105924617	-5:00	
Hearst	Ontario	Canada	ca	105973108	-5:00	
Iroquois Falls	Ontario	Canada	ca	105984000	-5:00	
Kapuskasing	Ontario	Canada	ca	105989403	-5:00	
Marathon	Ontario	Canada	ca	106065867	-5:00	
Moosonee	Ontario	Canada	ca	106078372	-5:00	
Smooth Rock Falls	Ontario	Canada	ca	106150321	-5:00	
Thessalon	Ontario	Canada	ca	106164831	-5:00	
Timmins	Ontario	Canada	ca	106166739	-5:00	
Dryden	Ontario	Canada	ca	105942913	-6:00	X
Fort Frances	Ontario	Canada	ca	105955826	-6:00	X
Kenora	Ontario	Canada	ca	105991056	-6:00	X
Rainy River	Ontario	Canada	ca	106116136	-6:00	X
Sioux Lookout	Ontario	Canada	ca	106148374	-6:00	X
Hilton Beach	Ontario	Canada	ca	105975403	-6:00	X
Sault Ste. Marie	Ontario	Canada	ca	106141439	-6:00	X
Thunder Bay	Ontario	Canada	ca	106166142	-6:00	X
Ajax	Ontario	Canada	ca	105882873	-5:00	
Amherstburg	Ontario	Canada	ca	105884473	-5:00	
Angus	Ontario	Canada	ca	105885280	-5:00	
Aurora	Ontario	Canada	ca	105888377	-5:00	
Aylmer	Ontario	Canada	ca	105888716	-5:00	
Bancroft	Ontario	Canada	ca	105892510	-5:00	
Barrie	Ontario	Canada	ca	105894171	-5:00	
Belleville	Ontario	Canada	ca	105897885	-5:00	
Blind River	Ontario	Canada	ca	105903853	-5:00	
Blue Mountains	Ontario	Canada	ca	105904414	-5:00	
Bracebridge	Ontario	Canada	ca	105907092	-5:00	
Bradford West Gwillimbury	Ontario	Canada	ca	105907180	-5:00	
Brampton	Ontario	Canada	ca	105907364	-5:00	
Brant	Ontario	Canada	ca	105907983	-5:00	
Brantford	Ontario	Canada	ca	105907990	-5:00
Brighton	Ontario	Canada	ca	105908836	-5:00
Burk's Falls	Ontario	Canada	ca	105911570	-5:00
Burlington	Ontario	Canada	ca	105911592	-5:00
Caledon	Ontario	Canada	ca	105913415	-5:00
Cambridge	Ontario	Canada	ca	105913695	-5:00
Chatham-Kent	Ontario	Canada	ca	105920457	-5:00
Cobalt	Ontario	Canada	ca	105924511	-5:00
Cobourg	Ontario	Canada	ca	105924579	-5:00
